contract,expiry,560,580,600,620,640,660,680,700,720,740,760,780,800,820,840,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1580,1600,1620,1640,1660,1680,1700,1720,1740,1760,1780,1800,1820,1840,1860,1880,1900,1920,1940,1960,1980,2000,2020,2040,2060,2080,2100,2120,2300,2400,2500,2600,2700,2800
ZSQ24,26/07/2024,71.12001185,67.25220671,63.56327721,60.05013779,56.70970291,53.53888701,50.53460453,47.69376992,45.01329762,42.49010208,40.12109774,37.90319904,35.83332044,33.90837637,32.12528129,30.48094963,29.70985585,28.97229584,28.26788391,27.59623437,26.95696151,26.34967966,25.7740031,25.22954615,24.71592311,24.23274829,23.77963599,23.35620053,22.96205619,22.5968173,22.26004918,21.95112122,21.66935386,21.41406751,21.18458261,20.98021958,20.80029883,20.6441408,20.51106591,20.40039459,20.31144725,20.24354432,20.19600622,20.16815339,20.15930623,20.16878519,20.19591068,20.24000312,20.30038294,20.37637057,20.46728642,20.57245093,20.69118451,20.82280759,20.9666406,21.12200396,21.28821808,21.46460341,21.65048035,21.84525749,22.048696,22.26064518,22.48095436,22.70947286,22.94604999,23.19053508,23.44277744,23.70262639,23.96993124,24.24454132,24.52630595,24.81507443,25.11069609,25.41302026,25.72189623,26.03717335,26.35870091,26.68632824,27.01990466,27.35927949,27.70430204,28.05482163,28.41068758,28.77174922,29.13785584,29.50885678,30.26493888,31.03879005,31.82920484,32.63497779,33.45490344,34.28777635,35.13239106,35.9875421,36.85202403,37.72463138,38.60415871,39.48940056,40.37915147,41.27220599,42.16735866,43.06340402,43.95913662,44.85335101,45.74484172,46.63240331,47.51483032,48.39091728,49.25945876,50.11924928,50.9690834,51.80775566,52.63406061,53.44679278,59.95170744,62.72484706,64.70662155,,,
