contract,expiry,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5,48,48.5,49,49.5,50,50.5,51,51.5,52,52.5,53,53.5,54,54.5,55,55.5,56,56.5,57,57.5,58,58.5,59,59.5,60,60.5,61,61.5,62,62.5,63,63.5,64,64.5,65,65.5,66,66.5,67,67.5,68,68.5,69,69.5,70,70.5,71,71.5,72,72.5,73,73.5,74,74.5,75,75.5,76,76.5,77,77.5,78,78.5,79,79.5,80,80.5,81,81.5,82,82.5,83,83.5,84,84.5,85,85.5,86,86.5,87,87.5,88,88.5,89,89.5,90,90.5,91,91.5,92,92.5,93,93.5,94,94.5,95,95.5,96,96.5,97,97.5,98,98.5,99,99.5,100,100.5,101,101.5,102,102.5,103,103.5,104,104.5,105,105.5,106,106.5,107,107.5,108,108.5,109,109.5,110,110.5,111,111.5,112,112.5,113,113.5,114,114.5,115,115.5,116,116.5,117,117.5,118,118.5,119,119.5,120,120.5,121,121.5,122,122.5,123,123.5,124,124.5,125,125.5,126,126.5,127,127.5,128,128.5,129,129.5,130,130.5,131,131.5,132,132.5,133,133.5,134,134.5,135,135.5,136,136.5,137,137.5,138,138.5,139,139.5,140,140.5,141,141.5,142,142.5,143,143.5,144,144.5,145,145.5,146,146.5,147,147.5,148,148.5,149,149.5,150,150.5,151,151.5,152,152.5,153,153.5,154,154.5,155,155.5,156,156.5,157,157.5,158,158.5,159,159.5,160,165,170,175,180,185,190,195,200
CKM24,19/06/2024,178.485285,174.6855145,171.0714236,167.6297685,164.347305,161.210789,158.2069765,155.3226234,152.5444857,149.8593193,147.2538802,144.7149242,142.2292073,139.7834855,137.3645147,134.9590509,132.5538499,130.1356677,127.6912603,125.2124481,122.7113103,120.2049902,117.7106316,115.245378,112.826373,110.4707601,108.1956829,106.0182851,103.9557101,102.0251016,100.2436032,98.62835832,97.19651067,95.9652038,94.95158127,94.17278667,93.64596357,93.35909725,93.18353969,92.96148461,92.53512569,91.74665663,90.49441373,88.90130377,87.14637614,85.40868024,83.83319175,82.42859158,81.16948692,80.03048498,78.98619295,78.01121803,77.08016743,76.16764834,75.24826796,74.30124946,73.32427984,72.31966205,71.28969907,70.23669386,69.16294938,68.0707686,66.96245448,65.84030998,64.70663807,63.56374171,62.41392387,61.25948751,60.10273559,58.94597108,57.79149695,56.64161614,55.49863164,54.36452585,53.239999,52.12543074,51.02120076,49.92768872,48.84527429,47.77433713,46.71525693,45.66841334,44.63418604,43.61295469,42.60509897,41.61099855,40.63103308,39.66558225,38.71502572,37.77974317,36.86011425,35.95712935,35.07422164,34.21543502,33.38481337,32.58640059,31.82424055,31.10237715,30.42485428,29.79571583,33.13592507,48.73505708,53.95888096,53.61163552,52.11463545,50.89229115,50.11985775,49.66030161,49.37658905,49.1542713,48.96923922,48.81996854,48.70493502,48.62261439,48.57148241,48.55001482,48.55668737,48.5899758,48.64835586,48.7303033,48.83429386,48.95880329,49.10230733,49.26328173,49.44020223,49.63154459,49.83578455,50.05139785,50.27686024,50.51064747,50.75123528,50.99709942,51.24671564,51.49855968,51.75110728,52.00283419,52.25221617,52.49772895,52.73784828,52.97104991,53.19580959,53.41060305,53.61390605,53.80419433,53.97994364,54.1402867,54.28698416,54.42245364,54.54911278,54.66937919,54.7856705,54.90040433,55.01599832,55.13487008,55.25943724,55.39211742,55.53532826,55.69148737,55.86301239,56.05232093,56.26183062,56.49395908,56.75112395,57.03510366,57.34511985,57.67975502,58.03759161,58.41721212,58.81719899,59.2361347,59.67260173,60.12518253,60.59245958,61.07301535,61.56543231,62.06829292,62.58017966,63.09967499,63.62536138,64.15582131,64.68963723,65.22560559,65.76337862,66.30282254,66.84380355,67.38618787,67.92984171,68.47463127,69.02042276,69.56708238,70.11447636,70.6624709,71.2109322,71.75972647,72.30871993,72.85777878,73.40676923,73.9555575,74.50400978,75.05199229,75.59937123,76.14601282,76.69178326,77.23654876,77.78017554,78.32252979,78.86347774,79.40288558,79.94061952,80.47654578,81.01053056,81.54244008,82.07214054,82.59949814,83.1243791,83.64664963,84.16617594,84.68285038,85.1966699,85.70765762,86.21583663,86.72123003,87.22386093,87.72375243,88.22092763,88.71540963,89.20722155,89.69638647,90.18292751,90.66686776,91.14823033,91.62703832,92.10331483,92.57708297,93.04836584,93.51718653,93.98356817,94.44753383,94.90910664,95.36830969,95.82516608,96.27969891,96.7319313,97.18188634,97.62958713,98.07505677,98.51831838,98.95939505,99.39830988,99.83508598,100.2697465,100.7023144,101.1328129,101.5612651,101.9876941,102.4121229,102.8345748,103.2550727,103.6736398,104.0902992,104.505074,104.9179874,105.3290623,105.7383219,106.1457893,106.5514876,106.9554399,107.3576694,107.7581991,108.157052,108.5542514,108.9498204,109.3437819,109.7361592,110.1269753,110.5162534,110.9040165,111.2902877,111.6750901,112.058447,115.8175866,119.4575735,123.0015103,126.4724996,129.8936439,133.2880458,136.678808,140.0890329
